Where was Khatchig Mouradian born?	Lebanon
Where was Jacob Henry Studer born?	Columbus
Where was John Stephen born?	Glasgow
Where was Georgina Willis born?	Australia
Where was Stanley Corrsin born?	Philadelphia
Where was Eduard Ender born?	Rome
Where was John Fisher born?	Glasgow
Where was Iago Dekanozishvili born?	Tbilisi
Where was Lucy Toulmin Smith born?	Boston
Where was George Osborn born?	Rochester
Where was Leslie Hofton born?	Sheffield
Where was Chiyoki Ikeda born?	Honolulu
Where was Geoffrey Nutter born?	Sacramento
Where was Eyolf Kleven born?	Copenhagen
Where was Marvano born?	Belgium
Where was Naïma Azough born?	Morocco
Where was Eugenia Popa born?	Bucharest
Where was Douglas P. Fry born?	Boston
Where was Hans Gefors born?	Stockholm
Where was Sohail Fazal born?	Lahore
Where was James Johnson born?	Virginia
Where was Håvard Rem born?	Oslo
Where was Hubert Schiffer born?	Germany
Where was Ivan Petch born?	Concord
Where was Guido Marzorati born?	Venice
Where was Sean Hickey born?	Detroit
Where was Hector de Castro born?	Constantinople
Where was Lloyd Goffe born?	Reading
Where was Alois Wachsman born?	Prague
Where was Martin Connor born?	Trenton
Where was Mohammad Hossein Barkhah born?	Tehran
Where was James Robert Rhind born?	Inverness
Where was Jean Hamilius born?	Luxembourg
Where was Danny Seward born?	Salford
Where was Stephen Grey born?	Rotterdam
Where was Louie Verrecchio born?	Baltimore
Where was Marcus Junkelmann born?	Munich
Where was John Dodington born?	Toronto
Where was Graham Salisbury born?	Philadelphia
Where was Bunny Johnson born?	Jamaica
Where was Cenk Renda born?	Turkey
Where was Mihael Brejc born?	Belgrade
Where was Gordon Baldwin born?	England
Where was Shlomo Shriki born?	Morocco
Where was Tatiana Belokonenko born?	Odessa
Where was Rob Childs born?	Derby
Where was Andreas Musalus born?	Crete
Where was Francesco Maria Bonini born?	Naples
Where was Raymond McGrath born?	Sydney
Where was Stephen Carter, Baron Carter of Barnes born?	Scotland
Where was Jack Macgougan born?	Belfast
Where was Julia Wilson born?	Sydney
Where was James Jordan born?	Chatham
Where was Wang Yong born?	Shanghai
Where was Ronny Swiggers born?	Belgium
Where was Sofia Ester born?	Lisbon
Where was Nathan Long born?	Australia
Where was Ylli Bufi born?	Tirana
Where was Sir Andrew Agnew, 8th Baronet born?	Edinburgh
Where was John Seru born?	Australia
Where was Sebastiano Maffettone born?	Naples
Where was Wang Wei born?	Beijing
Where was Theodore Baskin born?	Detroit
Where was Ferenc Sipos born?	Budapest
Where was Tadahisa Saizen born?	Tokyo
Where was Arthur Harold Stone born?	London
Where was Bransby Williams born?	London
Where was Walter Branscombe born?	Exeter
Where was Jeanne Deroin born?	Paris
Where was Frederick Pottinger born?	India
Where was Patrick Thomas Stone born?	Pembroke
Where was Andrea Neil born?	Vancouver
Where was Karl Albert Buehr born?	Germany
Where was Alexander Mullenbach born?	Luxembourg
Where was Gilbert John Arrow born?	London
Where was John Howard born?	London
Where was Elizur Goodrich born?	Durham
Where was Zenon Nowosz born?	Warsaw
Where was Greta Knutson born?	Stockholm
Where was Paul Daniels born?	Burlington
Where was Tom Jones born?	Dallas
Where was Elizabeth Bartlett born?	Deal
Where was Laura Moriarty born?	Honolulu
Where was David Moss born?	Doncaster
Where was Richard Tillinghast born?	Memphis
Where was Judith Mok born?	Bergen
Where was Eugen Enderlen born?	Salzburg
Where was Frank Farrell born?	Birmingham
Where was John Savage born?	Dublin
Where was Joel Honig born?	Chicago
Where was Jan Cox Speas born?	Raleigh
Where was Norman Spector born?	Montreal
Where was Peeter van Bredael born?	Antwerp
Where was John Jaffray born?	Stirling
Where was Sir William Coddington, 1st Baronet born?	Salford
Where was Azra Erhat born?	Istanbul
Where was Helen Sharsmith born?	Oakland
Where was Jeff Spiers born?	Belfast
Where was Ilus Vay born?	Budapest
Where was Igors Vihrovs born?	Riga
Where was Harry Chadwick born?	Toronto
Where was Franz Rummel born?	England
Where was Jim Grace born?	Dublin
Where was Ali Sarmini born?	Aleppo
Where was Robert Daniel Murphy born?	Milwaukee
Where was Shannon Emerick born?	Dallas
Where was Walter Gretzky born?	Ontario
Where was Kristian Geelmuyden born?	Oslo
Where was Tala Raassi born?	Iran
Where was Jules Louis Lewal born?	Paris
Where was Patrick Daughters born?	Berkeley
Where was Renaud Gagneux born?	Paris
Where was Elizabeth Burmaster born?	Baltimore
Where was Dave Mazzoni born?	Philadelphia
Where was Aamer Haleem born?	London
Where was John Van Lear McMahon born?	Maryland
Where was Jan Jacob Kieft born?	Amsterdam
Where was Wilhelmine von Hillern born?	Munich
Where was Tracey Magee born?	Belfast
Where was George Edward Hughes born?	Waterford
Where was Alexander Riese born?	Frankfurt
Where was Tina Kim born?	Seoul
Where was Bernard de Wolff born?	Amsterdam
Where was Peter Ording born?	Stade
Where was Branko Rasić born?	Serbia
Where was Ketil Hvoslef born?	Bergen
Where was John Carlin born?	Nottinghamshire
Where was Antonio Selvaggio born?	Palermo
Where was Michael Aufhauser born?	Augsburg
Where was Paula Tesoriero born?	Wellington
Where was John Marcum born?	Toledo
Where was Beth Liebling born?	Illinois
Where was José Bénazéraf born?	Casablanca
Where was Witold Nazarewicz born?	Warsaw
Where was Aarne Lakomaa born?	Finland
Where was Jerry Knight born?	California
Where was Yanitzia Canetti born?	Havana
Where was Ken Niles born?	Livingston
Where was Riccardo Maspero born?	Italy
Where was Margaret Maury born?	Kenya
Where was Bernard Wright born?	Jamaica
Where was Caroline Beil born?	Hamburg
Where was Joseph Judah Chorny born?	Minsk
Where was Thomas Godfrey Faussett born?	Oxford
Where was Árpád Soós born?	Budapest
Where was Samuel Davidson born?	Ireland
Where was Leonard Gyllenhaal born?	Sweden
Where was Sheyene Gerardi born?	Caracas
Where was Bryn Atkinson born?	Canberra
Where was Claudine Chomat born?	France
Where was Peter G. Engelman born?	London
Where was Stanis%C5%82aw Stolarczyk born?	Poland
Where was Sean Naylor born?	Calgary
Where was Jean Muller born?	Luxembourg
Where was Victoria Roberts born?	Manhattan
Where was Thomas F. Konop born?	Franklin
Where was Richard Cullen born?	Brooklyn
Where was Webster Edgerly born?	Massachusetts
Where was Peter Smedley born?	Perth
Where was Eric Ziebold born?	Iowa
Where was Adam Buszko born?	Warsaw
Where was Syms Covington born?	Bedford
Where was Joan Vincent Murray born?	London
Where was Gabriela Kulka born?	Warsaw
Where was Andrea Ratuski born?	Winnipeg
Where was Donald Haddow born?	Ontario
Where was Joe Daly born?	London
Where was Jane R. Goodall born?	Yorkshire
Where was Natalia Skobeeva born?	Russia
Where was Charles Murphy born?	Ottawa
Where was Charles Duncan born?	Middlesbrough
Where was Adel Sedra born?	Egypt
Where was William Wilson born?	Preston
Where was Thomas Bond born?	Somerset
Where was Michael Manuel born?	Tacoma
Where was James William Wallack born?	London
Where was Neil Swaab born?	Detroit
Where was Jean Cotelle born?	Paris
Where was Nick Hall born?	Birmingham
Where was Julie Aberg Robison born?	Madison
Where was Fina de Calderón born?	Madrid
Where was Gordan Kožulj born?	Zagreb
Where was Francis Henry Newbery born?	Devon
Where was Katherine Prescott Wormeley born?	England
Where was Avi Bortnick born?	Israel
Where was James L. Hogeboom born?	Ghent
Where was Samuel Kneeland born?	Boston
Where was Denise Holt born?	Vienna
Where was Riccardo Azzoli born?	Rome
Where was Russell Bawden born?	Queensland
Where was Bachar Kouatly born?	Damascus
Where was Charles Ignatius White born?	Baltimore
Where was John Halsey born?	Boston
Where was Russya born?	Kiev
Where was Brian White born?	Winnipeg
Where was Ashley Gilbertson born?	Melbourne
Where was Rosere Manguelle born?	France
Where was James A. MacAlister born?	Glasgow
Where was Dennis Rea born?	Chicago
Where was Nick Pugh born?	Paris
Where was Douglas Fee born?	Kingston
Where was Colin Carr born?	Liverpool
Where was Robert Harth born?	Louisville
Where was Pierre de Savoye born?	Montreal
Where was Lionello Grifo born?	Rome
Where was Marcin Gawron born?	Poland
Where was Alex Coke born?	Dallas
Where was Martinus Tels born?	Rotterdam
Where was Matthew Kent born?	Melbourne
Where was Johan de Graeff born?	Amsterdam
Where was Norbert Balatsch born?	Vienna
Where was Eugen von Halácsy born?	Vienna
Where was Fergus Morton, Baron Morton of Henryton born?	Glasgow
Where was Horatio Balch Hackett born?	Salisbury
Where was Pascal Aubier born?	Paris
Where was Steven Alexander born?	London
Where was Ray Sharp born?	Stirling
Where was Luke Youlden born?	Melbourne
Where was Michael Urbano born?	Sacramento
Where was Ernst Fries born?	Heidelberg
Where was Giovanni Polese born?	Venice
Where was Ellie Tesher born?	Toronto
Where was Alain de Cadenet born?	London
Where was Jemma Gawned born?	Perth
Where was Reginald Henry Campbell born?	Edinburgh
Where was Elfie W%C3%B6rner born?	Berlin
Where was Frederic Heath born?	Milwaukee
Where was Jimmy Norris born?	Newport
Where was John Baird born?	Glasgow
Where was Giacomo Luigi Brignole born?	Genoa
Where was Kenn Burke born?	Fife
Where was Anna Maria Villani Scicolone born?	Rome
Where was George Schlukbier born?	Germany
Where was Pietro Leonardi born?	Rome
Where was Ole Buck born?	Copenhagen
Where was Alastair Gordon born?	Sydney
Where was Dariusz Lipiński born?	Warsaw
Where was Che Arthur born?	Mobile
Where was Alan Wace born?	Cambridge
Where was Scientist born?	Kingston
Where was Pat Passlof born?	Brunswick
Where was Elizabeth Filippouli born?	Athens
Where was Al Harewood born?	Brooklyn
Where was Laurie Fisher born?	Canberra
Where was Neil M. Cohen born?	Newark
Where was Carl Blumenreuter born?	Berlin
Where was Ian Dench born?	Cheltenham
Where was George FitzGeorge born?	London
Where was Charles A. Barlow born?	Cleveland
Where was Didier Pfirter born?	Basel
Where was Jon Stock born?	England
Where was Michael Gallagher born?	Scotland
Where was Sergei Ordzhonikidze born?	Moscow
Where was John Clarke born?	Ireland
Where was A. G. E. Blake born?	Bristol
Where was Billy Hoffman born?	Atlanta
Where was Marcello Abbado born?	Milan
Where was Eugénie Söderberg born?	Heidelberg
Where was Russell Stannard born?	London
Where was Charles Ejogo born?	London
Where was George Clifford Sziklai born?	Budapest
Where was Mary Jean Stone born?	Brighton
Where was Mat Chivers born?	Bristol
Where was Linda MacLennan born?	Toronto
Where was Marthe Chenal born?	Paris
Where was Horatio Luro born?	Argentina
Where was Adolfo Davila born?	Mexico
Where was Charles Cotin born?	Paris
Where was Wayne Eagling born?	Montreal
Where was Aldo Franchi born?	Milan
Where was Dennis Frank Thompson born?	Ohio
Where was Ferenc Mérei born?	Budapest
Where was Roger Brunet born?	Toulouse
Where was Theodore Low De Vinne born?	Stamford
Where was Michael Francis Phelan born?	Lynn
Where was Celestino Sfondrati born?	Milan
Where was Samuel Verblunsky born?	London
Where was David Stainer born?	Exeter
Where was Andrew O'Neill born?	Portsmouth
Where was Gritakumar E. Chitty born?	Colombo
Where was Des Abbott born?	Darwin
Where was Dumont de Montigny born?	Paris
Where was Conrad Keely born?	England
Where was Titane Laurent born?	Morocco
Where was Edwin E. Wagner born?	Philadelphia
Where was Ronnie Stephenson born?	Sunderland
Where was Will Kirby born?	Florence
Where was Rosina Storchio born?	Venice
Where was Sylvester Rosa Koehler born?	Leipzig
Where was Julie Mullen born?	Liverpool
Where was Charles Kemper born?	Oklahoma
Where was Philip Smouha born?	Sydney
Where was Jan Jakob Tønseth born?	Oslo
Where was Tony Mitchell born?	Toronto
Where was Michel Host born?	Flanders
Where was Yang Yang born?	China
Where was Tom Mattera born?	Philadelphia
Where was Maarten Fontein born?	Leiden
Where was Brian Ervine born?	Belfast
Where was Takeshi Miyazawa born?	Canada
Where was Stephan Shakespeare born?	Germany
Where was John Barry born?	London
Where was Stanisław Urban born?	Warsaw
Where was Harvey Emerson Oswald born?	Columbus
Where was Alec Mullen born?	Irvine
Where was Alexander Mishnaevski born?	Moscow
Where was Leo Ehrnrooth born?	Sweden
Where was John William Thomson born?	Toronto
Where was Steve Arrington born?	Dayton
Where was Alexander C. Kirk born?	Angus
Where was Jimmy Gregg born?	Dublin
Where was Raymond Castilloux born?	Canada
Where was Florent Fidèle Constant Bourgeois born?	Paris
Where was Isaac Sharp born?	Dublin
Where was Asa G. Yancey, Sr. born?	Atlanta
Where was Robert Hamilton Paterson born?	Edinburgh
Where was Jan van Ispelen born?	Germany
Where was Harold Arthur Stuart born?	York
Where was Gerry Markman born?	Montreal
Where was Amber Parkinson born?	Melbourne
Where was Alexander Cores born?	Russia
Where was Homa Shaibany born?	Iran
Where was George Arnald born?	Berkshire
Where was William M. Crane born?	Elizabeth
Where was Samuel Joseph Fuenn born?	Vilnius
Where was Aurel S. Croissant born?	Germany
Where was Marie Fisher born?	Sydney
Where was Mihály Kovács born?	Budapest
Where was Susan Bullock born?	Cheshire
Where was Ximena Armas born?	Santiago
Where was John David Hennessey born?	London
Where was Simone Pasticcio born?	Genoa
Where was Andreas Lagios born?	Athens
Where was Michael Birt born?	Melbourne
Where was William Dimma born?	Montreal
Where was Harry Philbrick born?	Providence
Where was Lasse Lintilä born?	Finland
Where was Julia Kendell born?	Middlesex
Where was Nikos Aliagas born?	Paris
Where was James Fagan born?	Australia
Where was Hiram Hunter born?	Christchurch
Where was Lawrence Taub born?	Newark
Where was Samuel Gezalian born?	Odessa
Where was Taavi Vartia born?	Helsinki
Where was Akhtar Naraghi born?	Iran
Where was Friedrich Rehberg born?	Hanover
Where was Ernst Mehlich born?	Berlin
Where was Pierre Lecomte du Noüy born?	Paris
Where was Ahmet Esat Tomruk born?	Constantinople
Where was Jonah Smith born?	Syracuse
Where was Henry James born?	Boston
Where was Werner Münch born?	Westphalia
Where was Charles Weissmann born?	Budapest
Where was Ron Westrum born?	Chicago
Where was John M. Coffee born?	Tacoma
Where was Johnny Praize Hernandez born?	Newark
Where was William Taylor born?	Alexandria
Where was Alastair Layzell born?	Jersey
Where was Samuel Sterett born?	Carlisle
Where was Bobby Parker born?	Coventry
Where was Sun Lingfeng born?	Beijing
Where was Sheenagh Pugh born?	Birmingham
Where was Patricia Stokkers born?	Utrecht
Where was Necmi S%C3%B6nmez born?	Istanbul
Where was Jonathan Wilkins born?	London
Where was Harry Pelling Gill born?	Brighton
Where was Joan Brotat born?	Barcelona
Where was William Charles Brenke born?	Berlin
Where was Ernest Wilson Huffcut born?	Kent
Where was Clive Brooks born?	Bow
Where was Aleksandar Novaković born?	Belgrade
Where was Maja Tucholke born?	Leipzig
Where was Bruce Carmichael born?	Winnipeg
Where was Arthur Kinnaird, 11th Lord Kinnaird born?	Kensington
Where was Laszlo Gardony born?	Hungary
Where was Kelley Deal born?	Dayton
Where was William Henry Harrison Stowell born?	Windsor
Where was Serdar Apaydın born?	Turkey
Where was Barrett Martin born?	Olympia
Where was Sal Sparace born?	Italy
Where was Tzipora Laskov born?	Ukraine
Where was Frank Beck born?	Salisbury
Where was Robert Fulford born?	Colchester
Where was Saad Salman born?	Baghdad
Where was Jan Bull born?	Paris
Where was Terry Zahn born?	Milwaukee
Where was Murdoch Macdonald born?	Inverness
Where was Hugo Consuegra born?	Havana
Where was Mark Ettinger born?	Manhattan
Where was Winfield Myers born?	Georgia
Where was Daniel Steven Crafts born?	Detroit
Where was Rebekah Modrak born?	Pittsburgh
Where was Piero Rodarte born?	Mexico
Where was René Gagnier born?	Montreal
Where was Wang Beiming born?	Shanghai
Where was James Adler born?	Chicago
Where was Jüri Reinvere born?	Tallinn
Where was Lucille Wallenrod born?	Brooklyn
Where was Henry S. Magoon born?	Wisconsin
Where was Anna Kurska born?	Lviv
Where was Wally Stocker born?	London
Where was Cristy Coors Beasley born?	Memphis
Where was Viktor Ivan%C4%8Di%C4%87 born?	Sarajevo
Where was Eugène Lanti born?	Normandy
Where was Dominique de Williencourt born?	Lille
Where was Paul Zuccarelli born?	Milan
Where was Francisco de Osuna born?	Seville
Where was Emmanuel Aquin born?	Montreal
Where was Denis Denisenko born?	Moscow
Where was Jonathan Shearer born?	Glasgow
Where was Charles T. Clotfelter born?	Birmingham
Where was Stan Rosenthal born?	London
Where was Michael Shine born?	Warren
Where was Jonas Slier born?	Amsterdam
Where was Barry Mitcalfe born?	Wellington
Where was Jennifer Ness born?	Cheshire
Where was David Barstow born?	Boston
Where was György Bródy born?	Budapest
Where was William Russell Birch born?	Warwickshire
Where was Henry Taylor born?	Philadelphia
Where was Steve Sundholm born?	Portland
Where was Frederic Bayco born?	London
Where was Ethan Schreiber born?	Detroit
Where was Francis Waddelove born?	England
Where was Renato Caccioppoli born?	Naples
Where was John Heath born?	Worcester
Where was Leo Abrahams born?	England
Where was Innocente Alessandri born?	Venice
Where was Silja Ekeland Bjørkly born?	Bergen
Where was Harry Zvi Tabor born?	London
Where was Mirela Ivanova born?	Sofia
Where was Bobby Skafish born?	Hammond
Where was John Montague born?	Syracuse
Where was Józef Wieniawski born?	Lublin
Where was Joe Torres born?	Brooklyn
Where was Rhett Davies born?	London
Where was Saradindu Mukherjee born?	Kolkata
Where was Peter Smith born?	Mansfield
Where was Jennifer Moyle born?	Norwich
Where was Ottaviano Nonni born?	Bologna
Where was Vincenzo Re born?	Parma
Where was Göran Gentele born?	Stockholm
Where was Hamilton Sloan born?	Belfast
Where was Ann Corio born?	Hartford
Where was Brad Heald born?	Sydney
Where was Gordon Edward Corbould born?	Toronto
Where was Byron Fulcher born?	Cornwall
Where was Yvette Giraud born?	Paris
Where was Robert E. Merriam born?	Chicago
Where was Leszek Korzeniowski born?	Warsaw
Where was Eugene Elliott Reed born?	Manchester
Where was Cynthia Cruz born?	Germany
Where was Enrico Montesano born?	Rome
Where was Stephen McGonagle born?	Derry
Where was Kirk Hunter born?	Belfast
Where was Paul Lacroix born?	Paris
Where was Argiris Pedoulakis born?	Athens
Where was Andrei Soldatov born?	Moscow
Where was Yuki Matsuzawa born?	Tokyo
Where was Cliff Jones born?	London
Where was Daniel Dayan born?	Casablanca
Where was Zoltán Szilády born?	Budapest
Where was Warington Wilkinson Smyth born?	Naples
Where was Thomas Hoegh born?	Oslo
Where was Jan Schreiber born?	Wisconsin
Where was John Carlyle Herbert born?	Alexandria
Where was Stuart Ford born?	Sheffield
Where was John DeCew born?	Vermont
Where was John Boling born?	Indianapolis
Where was Peter Griffen born?	Adelaide
Where was Gregory Woods born?	Ghana
Where was K. Bhaskaran born?	Chennai
Where was Sergio Zaniboni born?	Turin
Where was Mike Delph born?	Indianapolis
Where was Tanis Rideout born?	Belgium
Where was Edwin Sutherland born?	Nebraska
Where was Anders Agensø born?	Denmark
Where was Alexander Smith born?	Edinburgh
Where was Brian Callison born?	Manchester
Where was Hanna Ożogowska born?	Warsaw
Where was Luis G. Pedraja born?	Cuba
Where was Adalbert Vitalyos born?	Hungary
Where was Eero Paloheimo born?	Helsinki
Where was Nick Grosso born?	London
Where was George Sutherland born?	Scotland
Where was Ludwig von Wohlgemuth born?	Vienna
Where was Nikhil Haldipur born?	Kolkata
Where was Kris Kane born?	Glasgow
Where was Albert Geouffre de Lapradelle born?	Paris
Where was Fran%C3%A7ois Desjardins born?	Montreal
Where was Marco Maccarini born?	Turin
Where was Hanna Thompson born?	Rochester
Where was Andrzej Mańka born?	Lublin
Where was Rika Noguchi born?	Tokyo
Where was Tobias Summerer born?	Bavaria
Where was Albert Warren Ferris born?	Brooklyn
Where was Hans Solereder born?	Munich
Where was Mark McCrea born?	Belfast
Where was László Z. Bitó born?	Budapest
Where was Brian Costello born?	Florida
Where was Georges Hugon born?	Paris
Where was Christfried Burmeister born?	Bradford
Where was Nick Greenstock born?	Dubai
Where was Thomas Wroth born?	London
Where was Aliuska López born?	Havana
Where was Vladeta Janković born?	Belgrade
Where was Staffan de Mistura born?	Stockholm
Where was Brett Hayman born?	Melbourne
Where was Mike Teasdale born?	Elgin
Where was Walter Hilgers born?	Germany
Where was Gilbert de Clare, 7th Earl of Gloucester born?	Christchurch
Where was Nektaria Karantzi born?	Greece
Where was Phil Dudderidge born?	Hertfordshire
Where was Edward Meredith Cope born?	Birmingham
Where was Boris Yampolsky born?	Ukraine
Where was Edith Leyrer born?	Vienna
Where was Susan Denin born?	Philadelphia
Where was Harrison Allen born?	Philadelphia
Where was Valentin Raychev born?	Sofia
Where was Kev Moore born?	Chesterfield
Where was Romuald Giegiel born?	Warsaw
Where was Léon Gimpel born?	Paris
Where was Colin Groves born?	England
Where was Azzedine Sakhri born?	Algiers
Where was Serafino Amedeo De Ferrari born?	Genoa
Where was Ahmet Gülhan born?	Ankara
Where was Duncan Fallowell born?	London
Where was Ernest Baldwin born?	Gloucester
Where was George Bruce Malleson born?	Wimbledon
Where was Matthew Price born?	London
Where was Ippongi Bang born?	Yokohama
Where was Alex Halberstadt born?	Moscow
Where was Richard Vale born?	London
Where was Alistair Griffin born?	Middlesbrough
Where was Gary Loizzo born?	Illinois
Where was Kim Mackay born?	Bathurst
Where was Benjamin Brecknell Turner born?	London
Where was Eduard Ortgies born?	Bremen
Where was Wilhelm Sander born?	Berlin
Where was Sampson Low born?	London
Where was Mario Theodoli born?	Rome
Where was Joy Williams born?	Sydney
Where was Adam McLean born?	Glasgow
Where was Philip Warwick born?	Westminster
Where was Kimiko Kasai born?	Kyoto
Where was Nina Repeta born?	Shelby
Where was Rudolf Křesťan born?	Prague
Where was David Atkinson born?	Montreal
Where was Edmund Port born?	Syracuse
Where was Sonya Emery born?	Austin
Where was Giuliano Ciannella born?	Palermo
Where was Otto Griessing born?	Munich
Where was Marcus Bierich born?	Hamburg
Where was Zhu Dawei born?	Shanghai
Where was Nicole Jordan born?	Oklahoma
Where was Hugh Andrew Johnstone Munro born?	Elgin
Where was Johnny Mowlem born?	London
Where was Hall Hibbard born?	Kansas
Where was Cris af Enehielm born?	Helsinki
Where was Mouloud Sihali born?	Algeria
Where was Patrick Lemarié born?	Paris
Where was Matthew Baillie Begbie born?	Mauritius
Where was Edward Gardner born?	Gloucester
Where was Marija Lugari%C4%87 born?	Zagreb
Where was Andrea Mátay born?	Budapest
Where was John P. Cassidy born?	Boise
Where was Glenn Cunningham born?	Bristol
Where was Richard Keese born?	Peru
Where was Safdar Malik born?	Lahore
Where was Francisca Pleguezuelos born?	Granada
Where was Laurie Allan born?	London
Where was Yves Roucaute born?	Paris
Where was Bob Alberti born?	Brooklyn
Where was Noah Creshevsky born?	Rochester
Where was Ivo Lukačovič born?	Prague
Where was Gary Titley born?	Salford
Where was Arseni Markov born?	Moscow
Where was Farid Chopel born?	Paris
Where was Martin Smith born?	Southampton
Where was Alice Gerrard born?	Seattle
Where was Sheyla Bonnick born?	Jamaica
Where was Brian G. W. Manning born?	Birmingham
Where was Stewart Brown born?	Southampton
Where was George Graham born?	Stirling
Where was Péter Lendvay born?	Budapest
Where was John Galea born?	Norfolk
Where was Arthur Andrews born?	Sunderland
Where was Ben Ali born?	Trinidad
Where was Hallgeir Langeland born?	Strand
Where was Michał Tober born?	Warsaw
Where was Howard Griffiths born?	Wales
Where was Philippe Lardy born?	Switzerland
Where was Moritz Hornes born?	Vienna
Where was Ken Little born?	Canyon
Where was Romain Pelletier born?	Montreal
Where was David Paton born?	Hamilton
Where was Henry Curtis Meanor born?	Cleveland
Where was Neil Fingleton born?	Durham
Where was Lionel Tiger born?	Montreal
Where was Charles Henry Douglass born?	Macon
Where was Harry Marshall Ward born?	Hereford
Where was Murat Evliyaoğlu born?	Turkey
Where was Jesse A. Hamilton born?	Portland
Where was Michael Anti born?	Nanjing
Where was Jan Kregel born?	Dallas
Where was Silas Halsey born?	Southampton
Where was Eugene Cotran born?	Jerusalem
Where was Herbert Kingsford born?	Dover
Where was Frank Sayers born?	London
Where was Thanhha Lai born?	Vietnam
Where was Kevin Noe born?	Dallas
Where was John Graham born?	Derby
Where was Stefanie van Vliet born?	Amsterdam
Where was Stephen Smyth born?	Derry
Where was Jacques Mehler born?	Barcelona
Where was Adam Gierek born?	Belgium
Where was Russell Trainer born?	Detroit
Where was James Bigwood born?	Bristol
Where was George Clark born?	Tulsa
Where was Byron Morrow born?	Chicago
Where was Hervé Alphand born?	Paris
Where was Georges Henri Roger born?	Paris
Where was Charles Tanguy born?	France
Where was Ethel du Pont born?	Wilmington
Where was Domenico Cunego born?	Verona
Where was Robert K. Brown born?	Monroe
Where was Festus Walters born?	Philadelphia
Where was Noel Moore born?	Yorkshire
Where was Oliver Bevan born?	Peterborough
Where was Alexander Pope Field born?	Louisville
Where was D'Arcy Browning born?	Edmonton
Where was George Rowe born?	Exeter
Where was Pierre Albuisson born?	Madagascar
Where was Simon Laurens born?	Jersey
Where was Clere Parsons born?	India
Where was Peter Wraxall born?	Bristol
Where was Louis Godin born?	Paris
Where was George William Knox born?	Rome
Where was Wayne Budd born?	Springfield
Where was George Jacobs born?	Massachusetts
Where was Claude Duflos born?	Paris
Where was Rod Anderson born?	Australia
Where was A. Ledyard Smith born?	Milwaukee
Where was Jean Pérol born?	Vienna
Where was Jorge Pacheco Klein born?	Montevideo
Where was Rambhau Mhalgi born?	Pune
Where was Edward Balfour born?	Angus
Where was Margaret Bloodworth born?	Winnipeg
Where was Eric Guillemain born?	Morocco
Where was John Whitworth born?	India
Where was Christine de Veyrac born?	Toulouse
Where was Felicia Montealegre born?	Chile
Where was Michael Finney born?	Woodland
Where was Ian Hancock born?	England
Where was Graham Roberts born?	Chester
Where was Peter Belches born?	Scotland
Where was Knut Tarald Taraldsen born?	Oslo
Where was Filippo Soffici born?	Florence
Where was Paul Hedqvist born?	Stockholm
Where was Vladimir Galkin born?	Kazan
Where was Sir George Bowyer, 7th Baronet born?	Berkshire
Where was Yelena Belyakova born?	Moscow
Where was Hakob Hakobian born?	Egypt
Where was Martin Jacques born?	Coventry
Where was Tajinder Singh Hayer born?	Bradford
Where was Jon Courtney born?	Reading
Where was Ruth Volgl Cardoso born?	Brazil
