Where was Khatchig Mouradian born?	Lebanon
Where was Erwin Kelm born?	Minnesota
Where was Swami Sundaranand born?	India
Where was Jacob B. Grumet born?	Manhattan
Where was John Honeyman born?	Ireland
Where was George B. Rabb born?	Charleston
Where was Alexander Laner born?	Munich
Where was David Schrader born?	Chicago
Where was Darren Carr born?	Bristol
Where was Victor Borge born?	Copenhagen
Where was Xavier Garbajosa born?	Toulouse
Where was Philippe Risoli born?	Paris
Where was Omar Harfouch born?	Tripoli
Where was Harry Newton Redman born?	Illinois
Where was Frederic C. Lane born?	Lansing
Where was Josef Metternich born?	Cologne
Where was David Pangai born?	Tonga
Where was Stephen Fox born?	England
Where was Martyn Joseph born?	Wales
Where was Frederick Ringer born?	Norwich
Where was Thomas Johns Perry born?	Cumberland
Where was Robert Atherton born?	Liverpool
Where was Adolf von Bomhard born?	Augsburg
Where was Maria Kuznetsova born?	Odessa
Where was Pavel Žáček born?	Prague
Where was Spencer Swalm born?	Colorado
Where was Martin Duffy born?	Dublin
Where was Andre Coley born?	Jamaica
Where was Giacomo Vaghi born?	Como
Where was Andrew Martin born?	Cambridge
Where was Nikolay Atanasov born?	Sofia
Where was Fran%C3%A7ois-Anne David born?	Paris
Where was William Evans born?	Eton
Where was Tayyar Yalaz born?	Istanbul
Where was Dorothy Whitelock born?	Leeds
Where was Charles James Monk born?	Peterborough
Where was Ted Dey born?	Hull
Where was Kassim Mohamed born?	Kenya
Where was Phil Rose born?	Manchester
Where was Leslie Paul born?	Dublin
Where was Robert McCoy born?	Carlisle
Where was Bertrand Lamarche born?	Paris
Where was Gary Clark born?	Dundee
Where was John Macdonell born?	Scotland
Where was Francis J. Ricciardone, Jr. born?	Boston
Where was Darnell Kennedy born?	Mobile
Where was Anatoly Alexine born?	Moscow
Where was Shane McKenzie born?	Adelaide
Where was Kees Maks born?	Amsterdam
Where was Lewis Rendt born?	Germany
Where was Francisco Alimama Kashu born?	Hyderabad
Where was Katalin Karády born?	Budapest
Where was Giovanni Battista Pozzi born?	Milan
Where was Mariano Armellino born?	Rome
Where was Natalia Rom born?	Kazan
Where was Felice Giordano born?	Turin
Where was Lyubomir Ivanov born?	Sofia
Where was Danielle McGrath born?	Sydney
Where was Coral Amiga born?	London
Where was Eva Roth born?	Augsburg
Where was William Fletcher Burden born?	Troy
Where was John Lee born?	Oklahoma
Where was Sheik Sadeek born?	Guyana
Where was David Parry born?	London
Where was Tim Robinson born?	Yorkshire
Where was Alfred Ollivant born?	Manchester
Where was Wen Xiao Zheng born?	Shanghai
Where was John Mundy born?	England
Where was Christopher Packe born?	Norwich
Where was Yasmine Mahmoudieh born?	Germany
Where was Giovanni Battista Rinuccini born?	Rome
Where was Vic Lee born?	Shanghai
Where was John Purchas born?	Cambridge
Where was Parviz Jalayer born?	Tehran
Where was Henry Arthur Bright born?	Liverpool
Where was Louis Mazetier born?	Paris
Where was Richard Bristow born?	Worcester
Where was Noël Gallon born?	Paris
Where was Peter Martin born?	Galway
Where was Leo Alexander born?	Vienna
Where was Milan Orlowski born?	Prague
Where was Lahcen Abrami born?	Casablanca
Where was James Henry Emerton born?	Salem
Where was Ma Kelu born?	Shanghai
Where was Ulrik Cold born?	Copenhagen
Where was Lyman Tremain born?	Durham
Where was Pandeli Ralli born?	France
Where was Morgan Val Baker born?	Cornwall
Where was Jay Kennedy born?	Toledo
Where was Michael Griffith born?	Trinidad
Where was Frederick A. Pike born?	Calais
Where was Algernon Methuen born?	London
Where was Henri Perreyve born?	Paris
Where was David Robert Nelson born?	Stuttgart
Where was Federico López born?	Mexico
Where was Stephen Carr born?	Sydney
Where was Edmund H. Pendleton born?	Savannah
Where was William Hayter born?	Oxford
Where was Pat Gerber born?	Glasgow
Where was David McCarthy born?	Belfast
Where was Guiniforte Solari born?	Milan
Where was Derrick Leon born?	London
Where was Joseph Osgood Barrett born?	Bangor
Where was John Jenkins born?	England
Where was Rastko Cvetković born?	Belgrade
Where was John Snyder born?	Boston
Where was Trevor Burton born?	Aston
Where was Al Cotey born?	Chicago
Where was Jan Antonín Duchoslav born?	Prague
Where was Steve Francis born?	Phoenix
Where was Raymond Ericson born?	Brooklyn
Where was Valeriu Stoica born?	Bucharest
Where was Christian Murchison born?	Singapore
Where was Julie Duncan born?	Cornish
Where was James Moffat born?	Victoria
Where was Robert Erskine born?	Scotland
Where was Ralph Katz born?	Pittsburgh
Where was Bernard Cassen born?	Paris
Where was Gerhard Kraft born?	Heidelberg
Where was Lucas Auer born?	Austria
Where was Andrew Amos born?	India
Where was Richard Bathurst born?	Jamaica
Where was Stewart G. Honeck born?	Chicago
Where was Giovanni Francesco Commendone born?	Venice
Where was Mary Louise Smith born?	Montgomery
Where was Miglena Markova born?	Sofia
Where was Theodore J. van den Broek born?	Amsterdam
Where was Amy Sarkisian born?	Cleveland
Where was Thomas Barclay born?	Glasgow
Where was Mahdi Al Tajir born?	Bahrain
Where was David Sander born?	Melbourne
Where was Massimo Carello born?	Turin
Where was John Small born?	York
Where was Alizeh Imtiaz born?	Karachi
Where was Judith Vollmer born?	Pittsburgh
Where was Shay Gibbons born?	Dublin
Where was Gareth Knapman born?	Birmingham
Where was Keith Cozens born?	Surrey
Where was Dick Spotswood born?	California
Where was James Mumford born?	Norfolk
Where was Jack Blum born?	Toronto
Where was Mark Patton born?	Jersey
Where was Geoffrey Girard born?	Germany
Where was Zhu Xueqin born?	Shanghai
Where was Bonnie Ladwig born?	Milwaukee
Where was Imafuji Ch%C5%8Dtatsur%C5%8D born?	Tokyo
Where was Guo Jinlong born?	Nanjing
Where was Maude Duncan born?	Virginia
Where was Stan Fine born?	Pittsburgh
Where was Zhores Medvedev born?	Tbilisi
Where was Gael Suares born?	France
Where was Peter Nyborg born?	Gothenburg
Where was Julius Goldzier born?	Vienna
Where was Bill Jennings born?	Norwich
Where was Louis Gustave Ricard born?	Marseille
Where was Ephraim Paine born?	Canterbury
Where was Horatio Bisbee, Jr. born?	Canton
Where was S%C3%A9bastien Leblanc born?	Montreal
Where was Tom Lynskey born?	Galway
Where was DJ Uncle Al born?	Miami
Where was James Milnor Coit born?	Harrisburg
Where was Alan Thomson born?	Glasgow
Where was Slaw Rebchuk born?	Winnipeg
Where was Ashley Gilbertson born?	Australia
Where was Timothy Foote born?	London
Where was Irving Fiske born?	Brooklyn
Where was Tiziano Maggiolini born?	Rome
Where was Pat Foote born?	Durham
Where was Aco Petrović born?	Belgrade
Where was Endre Csillag born?	Budapest
Where was Thomas Bottomore born?	England
Where was Antonio Ciacca born?	Germany
Where was Chris Heimerdinger born?	Indiana
Where was Friedrich-August Schack born?	Silesia
Where was Christian Ferdinand Friedrich Krauss born?	Stuttgart
Where was Kumar Ponnambalam born?	Colombo
Where was Lucius Verus born?	Rome
Where was Neil Zakiewicz born?	London
Where was Odin Langen born?	Minneapolis
Where was Mark Howett born?	Perth
Where was Isaac Green Messec born?	Macon
Where was Elizabeth Kell born?	Sydney
Where was Joel Frost born?	Carmel
Where was Osku Palermaa born?	Finland
Where was Leopold Casper born?	Berlin
Where was Andrew Repasky McElhinney born?	Philadelphia
Where was Bunita Marcus born?	Madison
Where was Simon James born?	York
Where was Herbert Postle born?	Melbourne
Where was Charles Henry Turner born?	Wentworth
Where was Marc Chervel born?	Lille
Where was Hans Henrik Løyche born?	Copenhagen
Where was Terry Eviston born?	Dublin
Where was Francis Davis born?	Philadelphia
Where was Sarah Brandner born?	Munich
Where was Chubb Rock born?	Jamaica
Where was Francis Ernest Jackson born?	Huddersfield
Where was MWF born?	Memphis
Where was John Aspinall born?	Liverpool
Where was Brendon Sinclair born?	Hobart
Where was Paul Conway born?	Chicago
Where was Tarek Momen born?	Cairo
Where was Maryam Khan born?	Manchester
Where was Benzion Rakow born?	Frankfurt
Where was Mark Buchanan born?	Cleveland
Where was Justine Smethurst born?	Melbourne
Where was Davide Sorrenti born?	Naples
Where was Alessandro Frosini born?	Siena
Where was Bhai Balmukund born?	Pakistan
Where was Ellen Gulbranson born?	Stockholm
Where was Richard Bilby born?	Tucson
Where was Mary Akrivopoulou born?	Thessaloniki
Where was Scarlett Strallen born?	London
Where was Athanase Josué Coquerel born?	Amsterdam
Where was William Samuel Booze born?	Baltimore
Where was Frederick Fraley born?	Philadelphia
Where was Giuseppe Sabbatini born?	Rome
Where was Frederick Hartt born?	Boston
Where was Edward Fitzharris born?	Ireland
Where was Felicitas Kuhn born?	Vienna
Where was Kenny Brannigan born?	Glasgow
Where was João de Souza Mendes born?	Portugal
Where was Eugene Tzigane born?	Tokyo
Where was Gladys Henson born?	Dublin
Where was David Smith born?	London
Where was Carl Frederik Waage Beck born?	Copenhagen
Where was Catherine Vickers born?	Regina
Where was Alex Figge born?	Boulder
Where was E. Riley Anderson born?	Chattanooga
Where was Paul Belmondo born?	Algiers
Where was Sébastien Roch born?	Toulouse
Where was John McKay born?	Montreal
Where was Nahum Slouschz born?	Odessa
Where was Aigars Vītols born?	Riga
Where was Richard Bayley born?	Fairfield
Where was David Bret born?	Paris
Where was Guerguina Dvoretzka born?	Sofia
Where was Brendon Lindsay born?	Australia
Where was Judy Brooke born?	Leeds
Where was Carlos Sampayo born?	Argentina
Where was Tino Vegar born?	Split
Where was Thomas Guthrie Marquis born?	Chatham
Where was Robert Simpson Woodward born?	Rochester
Where was H. M. Green born?	Sydney
Where was Katerina Lemmel born?	Nuremberg
Where was Carlo Silipo born?	Naples
Where was Mary Moody Emerson born?	Concord
Where was Marc Matthews born?	Guyana
Where was Matthias Bjornlund born?	Copenhagen
Where was Henry Alfred Todd born?	Woodstock
Where was Richard Cawley born?	Doncaster
Where was Michael Halvarson born?	Stockholm
Where was Kerry Hannon born?	Pittsburgh
Where was Paul Boyd born?	Scotland
Where was Yannick Pouliot born?	Paris
Where was Hasna Xhukiçi born?	Albania
Where was Karl Chmielewski born?	Frankfurt
Where was Lawrence Kushner born?	Detroit
Where was Charles Frodsham born?	London
Where was William Henry Anderdon born?	London
Where was Martin Theodore Orne born?	Vienna
Where was Travis Bowen born?	Erie
Where was Bruce Hoblitzell born?	Louisville
Where was John Bridgeman born?	Exeter
Where was Frank Cole born?	Saskatchewan
Where was John McHale born?	Scotland
Where was Niels Bjerrum born?	Copenhagen
Where was Massimo Mazzucco born?	Turin
Where was No I.D. born?	Chicago
Where was J%C3%A9r%C3%B4me Inzerillo born?	Marseille
Where was Stewart Rawlings Mott born?	Flint
Where was Roderick Blaker born?	Montreal
Where was Amir Mohebbian born?	Tehran
Where was Abel Dimier born?	Paris
Where was Richard Armstrong born?	Leicester
Where was Jean Arnault born?	France
Where was Stephen Gough born?	Dublin
Where was Mick O'Brien born?	Dublin
Where was Omar Rezaq born?	Lebanon
Where was George Pearkes born?	Watford
Where was Malcolm Margolin born?	Boston
Where was Dominique Sanson born?	Paris
Where was Giovanni Battista Verger born?	Rome
Where was Dylan Taite born?	Liverpool
Where was Olof Bj%C3%B6rner born?	Stockholm
Where was Johan Daisne born?	Ghent
Where was Martin Weston born?	Worcester
Where was Mathieu Blin born?	Paris
Where was E. W. Dickes born?	London
Where was Siamak Hariri born?	Bonn
Where was Mircea Florian born?	Bucharest
Where was Kevin Robinson born?	Kilkenny
Where was Peter Driben born?	Boston
Where was Kim Ondaatje born?	Toronto
Where was Antigoni Goni born?	Athens
Where was Sikander Bakht born?	Karachi
Where was George Brimley born?	Cambridge
Where was William Ewart born?	Liverpool
Where was Pat Nixon born?	Nevada
Where was Angus Mackay born?	Lima
Where was Maynard Sinclair born?	Belfast
Where was Dani Gal born?	Jerusalem
Where was Robert Holden born?	Preston
Where was Paweł Zalewski born?	Warsaw
Where was Michael Carney born?	Waterford
Where was Donald Appleyard born?	England
Where was Thomas Tod Stoddart born?	Edinburgh
Where was Guy De Saint Cyr born?	Berlin
Where was Adrian Moore born?	Nottingham
Where was Amélie Mummendey born?	Bonn
Where was Claire Burch born?	Brooklyn
Where was Lloyd Youngblood born?	Beaumont
Where was World population milestones born?	Sarajevo
Where was Wilhelm Boger born?	Stuttgart
Where was Raffaele Scalese born?	Naples
Where was Vittorio Blanseri born?	Venice
Where was Felipe Alfau born?	Barcelona
Where was John Blackburn born?	Luton
Where was Cipriano de Valera born?	Seville
Where was Charles Collé born?	Paris
Where was Thierry Ehrmann born?	Lyon
Where was Alain Dorval born?	Algiers
Where was Sandrina Malakiano born?	Bangkok
Where was Romeo Niram born?	Romania
Where was Leon Dycian born?	Poland
Where was Mason Cook Darling born?	Amherst
Where was Bertram Stuart Straus born?	Manchester
Where was Earle J. Gluck born?	Maryland
Where was Jonathan B. Barry born?	Milwaukee
Where was Bernard Leclerc born?	France
Where was Dominic Dromgoole born?	Bristol
Where was Stanley Arthur Franklin born?	Bow
Where was Marc Sangnier born?	Paris
Where was Leslie Allen born?	Chicago
Where was Yang Yang born?	Beijing
Where was Lawrence E. Kahn born?	Troy
Where was Cornélie Falcon born?	Paris
Where was Wojciech Rychlik born?	Poland
Where was Frederick Webb Hodge born?	Plymouth
Where was Willis Jackson, Baron Jackson of Burnley born?	Burnley
Where was Diane Carlson Evans born?	Minnesota
Where was Joseph W. White born?	Cambridge
Where was Franz Dominic Grassi born?	Leipzig
Where was Stefano Nolfi born?	Rome
Where was Ibrahim Diarra born?	Paris
Where was Jennifer Holliday born?	Melbourne
Where was Peter Dowdeswell born?	London
Where was Anna Hegner born?	Basel
Where was Simon H. Rifkind born?	Lithuania
Where was Carey Beebe born?	Melbourne
Where was Wang Nan born?	China
Where was Eric Ash born?	Berlin
Where was Alaric Alexander Watts born?	London
Where was Joseph Isabelle born?	Hull
Where was Alexander Wilson born?	Virginia
Where was Jani Golob born?	Ljubljana
Where was Peyman Hooshmandzadeh born?	Tehran
Where was Walter Dulaney Addison born?	Annapolis
Where was Gary Franklin born?	Leipzig
Where was John Esposito born?	Brooklyn
Where was Walter Douglas born?	Glasgow
Where was Denys Page born?	Reading
Where was Brigitte Peucker born?	Germany
Where was Francis Williams born?	Kingston
Where was Alicia Thorgrimsson born?	Brandon
Where was Tolga Tekinalp born?	Turkey
Where was Wentworth Arthur Matthew born?	Lagos
Where was Harry B. Cohen born?	Winnipeg
Where was Eduardo Lago born?	Madrid
Where was Sir William Pearce, 2nd Baronet born?	Chatham
Where was Surinder Khanna born?	Delhi
Where was Tom Hamilton born?	Belfast
Where was Stephen Levine born?	Albany
Where was Gottlieb Bodmer born?	Munich
Where was Collins J. Seitz born?	Wilmington
Where was Jaan Arder born?	Tallinn
Where was Eva Maria Zuk born?	Poland
Where was Benjamin Enos born?	Richmond
Where was Richard Anthony born?	Cairo
Where was Arthur Neal born?	Sheffield
Where was Jan Kregel born?	Texas
Where was Henry Lerolle born?	Paris
Where was Leo Connellan born?	Portland
Where was Alain Deloche born?	Paris
Where was Charles Ramsay Arbuthnot born?	England
Where was Edward Stone Parker born?	London
Where was Samuel Lancaster Gerry born?	Boston
Where was Adrian Lombard born?	Coventry
Where was Lewis Yelland Andrews born?	Sydney
Where was Jim Boyd born?	Philadelphia
Where was James Whitworth born?	Sheffield
Where was Sahara Smith born?	Austin
Where was Hugues Krafft born?	Paris
Where was Barbara von Johnson born?	Munich
Where was Leib Ostrow born?	Detroit
Where was Chris Vaefaga born?	Auckland
Where was Henry Neele born?	London
Where was Buzzy Linhart born?	Pittsburgh
Where was Worthington Hooker born?	Springfield
Where was Fred Lecklider born?	Toledo
Where was Aleksander Żabczyński born?	Warsaw
Where was Gabriele Castagnola born?	Genoa
Where was Heather Jones born?	Edmonton
Where was Wang He born?	Beijing
Where was Gabrielle de Coignard born?	Toulouse
Where was David Aiken born?	Benton
Where was Allison H. Eid born?	Spokane
Where was Karen Young born?	Sheffield
Where was Emil Cesar born?	Ljubljana
Where was Mamta Kharab born?	Haryana
Where was Christelle Lefranc born?	Paris
Where was Jimmy Johnson born?	Sheffield
Where was Emma Ejwertz born?	Sweden
Where was Justin Hickey born?	Sydney
Where was Desmond T. Burke born?	Ottawa
Where was Matthew Mead born?	Buckinghamshire
Where was Thalia Pellegrini born?	London
Where was Shyril O'Steen born?	Seattle
Where was George Vicat Cole born?	Portsmouth
Where was Peter Sullivan born?	Virginia
Where was Barys Tasman born?	Minsk
Where was Vernon Knowles born?	Adelaide
Where was Paul Streeten born?	Austria
Where was Gerrit Noordzij born?	Rotterdam
Where was Aghasi Khanjian born?	Van
Where was Ignatius Cockshutt born?	Bradford
Where was Joseph Hislop born?	Edinburgh
Where was Eli Capilouto born?	Alabama
Where was Walter Ehrlich born?	Berlin
Where was Justin Wintle born?	London
Where was William Walcutt born?	Columbus
Where was Felix Rottenberg born?	Amsterdam
Where was Radovan Sloboda born?	Bratislava
Where was Olaf Rude born?	Estonia
Where was Charlene McMann born?	Chicago
Where was James Chalmers born?	Elgin
Where was Howard Loxton born?	Birmingham
Where was John Ferguson born?	Irvine
Where was Bernard Brodie born?	Chicago
Where was Philip Hershkovitz born?	Pittsburgh
Where was Philip Jeremiah Schuyler born?	Albany
Where was Kong Bai Ji born?	Shanghai
Where was Richard Beckett born?	Leeds
Where was Marty O'Neill born?	Winnipeg
Where was Gerard Hemsworth born?	London
Where was George Hulse born?	Liverpool
Where was Jack Petticord born?	Chicago
Where was Sylvia Wynter born?	Cuba
Where was Doğa Bekleriz born?	Istanbul
Where was Richard Bohn born?	Berlin
Where was Chris Pile born?	Warwickshire
Where was David Hackl born?	Toronto
Where was Tom Arnold born?	London
Where was Juan Carlos Zald%C3%ADvar born?	Cuba
Where was Robert Wayne Thomason born?	Tulsa
Where was Peter Dembicki born?	Vancouver
Where was Eduardo Prado Coelho born?	Lisbon
Where was Paul Hallez born?	Lille
Where was George Bruce born?	Scotland
Where was Louisa Stevenson born?	Glasgow
Where was Robert Moore born?	Hamilton
Where was Jean Noël Hallé born?	Paris
Where was Julian Paynter born?	Edinburgh
Where was Tania Corrigan born?	Auckland
Where was James Christie born?	Perth
Where was William Kraft born?	Chicago
Where was Juan Bautista de Lezana born?	Madrid
Where was Marcus Tuite born?	Dublin
Where was Paul Downes born?	Devon
Where was Eleni Cubitt born?	Greece
Where was Pieter de Molijn born?	England
Where was Gustav Bischof born?	Nuremberg
Where was Wayne Elcock born?	Birmingham
Where was Elnathan Sweet born?	Cheshire
Where was Gordon de Lisle Lee born?	Aberdeen
Where was Fran%C3%A7ois Ozenda born?	Marseille
Where was Nancy Metz White born?	Madison
Where was Shane Price born?	Melbourne
Where was Sir James Grant, 8th Baronet born?	Scotland
Where was Simone Iannarelli born?	Rome
Where was John Alfred Cuthbert born?	Savannah
Where was Edouard Grikurov born?	Tbilisi
Where was Timothy L. O'Brien born?	Illinois
Where was John L. Morrison born?	Scotland
Where was DJ Woody born?	Burnley
Where was Joshua Newtonn born?	Kerala
Where was Jeff Chandler born?	Philadelphia
Where was Godfrey Cripps born?	India
Where was Samuel von Schmettau born?	Berlin
Where was Margi Scharff born?	Memphis
Where was Lance Hayward born?	Bermuda
Where was Henry Bernard Carpenter born?	Dublin
Where was Paule Ka born?	Lille
Where was Rona Hartner born?	Bucharest
Where was Terry Wardle born?	Hereford
Where was Ishwardas Rohani born?	Karachi
Where was Leonard Strong born?	Utah
Where was Colin Kennedy born?	Hamilton
Where was Peter Freebody born?	Sydney
Where was Biff Mitchell born?	Toronto
Where was Alice Harrison born?	London
Where was Gabriel Bertrand born?	Paris
Where was Don Dixon born?	Easton
Where was Queenie van de Zandt born?	Canberra
Where was Thomas Playfere born?	London
Where was Georges Borchardt born?	Berlin
Where was Carlo Giuseppe Ratti born?	Genoa
Where was Martin Kosleck born?	Pomerania
Where was Bernhard Fries born?	Heidelberg
Where was Reed Hansen born?	Orlando
Where was Ron Waksman born?	Pittsburgh
Where was Sir John Borlase, 2nd Baronet born?	Buckinghamshire
Where was Marjorie Schwarzer born?	Boston
Where was William L. Ward born?	Greenwich
Where was Christa Goetsch born?	Bonn
Where was Robert John born?	Birmingham
Where was Leonard Bosack born?	Pennsylvania
Where was Juan Carlos Carbonell born?	Santiago
Where was Alberto Saichann born?	Argentina
Where was Gianni Iapichino born?	Florence
Where was Emmanuel Schelstrate born?	Antwerp
Where was Arthur William à Beckett born?	Fulham
Where was Arja Kajermo born?	Finland
Where was Bob McChesney born?	Maryland
Where was Petr Kroutil born?	Prague
Where was Thomas Pole born?	Philadelphia
Where was Jonathan Hunt born?	Massachusetts
Where was Albert Richard Pritchard born?	Rochester
Where was Joe Long born?	Elizabeth
Where was Gérald Gagnier born?	Montreal
Where was Vishal Marwaha born?	Glasgow
Where was Jos%C3%A9 Pou born?	Nicaragua
Where was Juan Manén born?	Barcelona
Where was Nazik Saba Yared born?	Jerusalem
Where was Jean Gallon born?	Paris
Where was Marga van Praag born?	Amsterdam
Where was Hiram Pitt Bennet born?	Carthage
Where was Pierre Joxe born?	Paris
Where was Hardial Bains born?	India
Where was Dennis Conta born?	Milwaukee
Where was Harrie Wood born?	Kensington
Where was Robert Logan Jack born?	Irvine
Where was Thomas Ebdon born?	Durham
Where was Nick Doody born?	Morley
Where was Salvador Cristau Coll born?	Barcelona
Where was Jason Hedlesky born?	Michigan
Where was Michael Guider born?	Melbourne
Where was Salomon Konijn born?	Amsterdam
Where was Zdzis%C5%82aw Najder born?	Warsaw
Where was Francis Dunlavy born?	Virginia
Where was Csaba Őry born?	Budapest
Where was Henri Jeanneret born?	Switzerland
Where was Nicholas Riccardi born?	Genoa
Where was Raymond Meier born?	Switzerland
Where was Graham Reilly born?	London
Where was William Ernest Brymer born?	Bath
Where was John Philp Thompson, Sr. born?	Dallas
Where was Anita Vogel born?	California
Where was Francis Hours born?	France
Where was Richard E. Council born?	Tampa
Where was Peter Verhoek born?	Auckland
Where was Dennis Davis born?	Manhattan
Where was Lukáš Kándl born?	Prague
Where was Eliza Stewart Boyd born?	Canada
Where was Thomas Dausgaard born?	Copenhagen
Where was James Powell born?	Eton
Where was Karl Friedrich von Klöden born?	Berlin
Where was Brad Farrow born?	Vancouver
Where was Jay Neill born?	London
Where was Stacy Clark born?	Buffalo
Where was David Needham born?	Leicester
Where was Arsen Savadov born?	Kiev
Where was Simon Binnendijk born?	Leiden
Where was Alan Davey born?	Ipswich
Where was Henry W. Lee born?	London
Where was Alfred Clarke born?	Nottingham
Where was Paul Varley born?	Preston
Where was Narado Brown born?	Kingston
Where was Jarvis Kenrick born?	Chichester
Where was Dwight Yates born?	Montana
Where was Anna Barriball born?	Plymouth
Where was Miriam Slater born?	California
Where was Mark Alton Barwise born?	Chester
Where was Dick Stockton born?	Philadelphia
Where was Jacques d'Agar born?	Paris
Where was Mohammad Mottahedan born?	Iran
Where was Scott Tennant born?	Detroit
Where was Käte Stresemann born?	Berlin
Where was Laurence Lampert born?	Winnipeg
Where was Tancrède Dumas born?	Italy
Where was James Brockway born?	Birmingham
Where was George Otto Wirz born?	Monroe
Where was Jeff Simmons born?	Seattle
Where was Robert Ford born?	Devon
Where was Artur Zawisza born?	Poland
Where was Edward Tufnell born?	Bath
Where was Robbie Regan born?	Wales
Where was Brent Barraclough born?	Canada
Where was Diego Delgadillo born?	Granada
Where was Erwin Lauper born?	Bern
Where was Charles Amos Cummings born?	Boston
Where was Chris Christenson born?	Norway
Where was Irfan Yusuf born?	Karachi
Where was Mark McCall born?	Bangor
Where was Charles H. Kraft born?	Connecticut
Where was Moses Hagiz born?	Jerusalem
Where was Elemér Terták born?	Budapest
Where was Haru Mutasa born?	Zimbabwe
Where was Morten Nordeide Johansen born?	Oslo
Where was Ana Maria Narti born?	Bucharest
Where was George P. Merrill born?	Auburn
Where was Kjersti Elvik born?	Bergen
Where was Maryem Tollar born?	Cairo
Where was Phillip Jackson born?	Chicago
Where was Tony Skabar born?	Ukraine
Where was Dávid Kovács born?	Budapest
Where was Monika Meyer born?	Berlin
Where was Claude Weisz born?	Paris
Where was Brian O'Riordan born?	Dublin
Where was Steven Hayward born?	Toronto
Where was Amy Chance born?	Hollywood
Where was Matt O'Connor born?	Manchester
Where was Sam Lynch born?	Limerick
Where was Kris Lefcoe born?	Montreal
Where was John Baptist de Faria born?	Portugal
Where was Federico Fabregat born?	Guadalajara
Where was Stefan Nystrom born?	Sweden
Where was Lucine Amara born?	Hartford
Where was Anna Livia Julian Brawn born?	Ireland
Where was Joe Zakas born?	Chicago
Where was John McLaren, Lord McLaren born?	Edinburgh
Where was David Basnett born?	Liverpool
Where was James Hamilton born?	Paisley
Where was Alexander Manning born?	Dublin
Where was Ornella Oettl Reyes born?	Germany
Where was Samuel Partridge born?	Norwich
Where was Aristides Brezina born?	Vienna
Where was Don Mankiewicz born?	Berlin
Where was Giorgio de Stefani born?	Verona
Where was Chafik Charobim born?	Cairo
Where was Alexander Garden born?	Scotland
Where was Brandt C. Louie born?	Vancouver
Where was Gunnar Samuelsson born?	Lima
Where was Stanley Morgan born?	Liverpool
Where was Peter Hargitai born?	Budapest
Where was JJ Horner born?	Minnesota
Where was Mary MacLeod Banks born?	Edinburgh
Where was Chris McKhool born?	Ottawa
Where was Vincent Laforet born?	Switzerland
Where was Bill Barminski born?	Chicago
Where was Sharon Duce born?	Sheffield
Where was Claude Piel born?	Paris
Where was Herbert James Carter born?	Marlborough
Where was Charles W. Moorman III born?	Cincinnati
Where was Hadi Sepehrzad born?	Tehran
Where was Sam Cosstick born?	Croydon
Where was Ursula Evje born?	Oslo
Where was Nasos Thanopoulos born?	Athens
Where was German Sims Woodhead born?	Huddersfield
Where was John Keen born?	Broadway
Where was Harry E. T. Thayer born?	Boston
Where was Edith Dimock born?	Hartford
Where was Roland Green born?	Victoria
Where was Bartle Brennen Bull born?	Toronto
Where was Daniel O'Mahony born?	Croydon
Where was Tony Southgate born?	Coventry
Where was Henry Bocking born?	Sheffield
Where was John McNamara born?	Cambridge
Where was Morris Sigman born?	Russia
